# python quantizer.py -mp $(pwd)/out/VIT/1_2022-09-26-21-42-40/model/
Resolving data files: 100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1000/1000 [00:00<00:00, 66243.98it/s]
WARNING:datasets.builder:Using custom data configuration default-0457705da11e039f
WARNING:datasets.builder:Reusing dataset imagefolder (/root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597)
100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1/1 [00:00<00:00, 133.61it/s]
WARNING:datasets.arrow_dataset:Loading cached processed dataset at /root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597/cache-7de29a718a59cffc.arrow
Misclassified image #1 [{'score': 0.7096713781356812, 'label': 'GP'}, {'score': 0.29032859206199646, 'label': 'GN'}] GN/2015_106542_2.jpg
Misclassified image #47 [{'score': 0.8651129007339478, 'label': 'GP'}, {'score': 0.13488711416721344, 'label': 'GN'}] GN/2015_123243_1.jpg
Misclassified image #48 [{'score': 0.6082059144973755, 'label': 'GP'}, {'score': 0.3917940557003021, 'label': 'GN'}] GN/2015_123573_1.jpg
Misclassified image #49 [{'score': 0.7094183564186096, 'label': 'GP'}, {'score': 0.2905816435813904, 'label': 'GN'}] GN/2015_123740_1.jpg
Misclassified image #50 [{'score': 0.6710686087608337, 'label': 'GP'}, {'score': 0.32893136143684387, 'label': 'GN'}] GN/2015_123740_2.jpg
Misclassified image #51 [{'score': 0.8739928603172302, 'label': 'GP'}, {'score': 0.12600718438625336, 'label': 'GN'}] GN/2015_125317_0.jpg
Misclassified image #52 [{'score': 0.9714468717575073, 'label': 'GP'}, {'score': 0.02855309098958969, 'label': 'GN'}] GN/2015_125317_2.jpg
Misclassified image #53 [{'score': 0.7972393035888672, 'label': 'GP'}, {'score': 0.20276062190532684, 'label': 'GN'}] GN/2015_125317_4.jpg
Misclassified image #54 [{'score': 0.6754469871520996, 'label': 'GP'}, {'score': 0.324552983045578, 'label': 'GN'}] GN/2015_125958_1.jpg
Misclassified image #55 [{'score': 0.832564115524292, 'label': 'GP'}, {'score': 0.16743586957454681, 'label': 'GN'}] GN/2015_126082_1.jpg
Misclassified image #56 [{'score': 0.9888417720794678, 'label': 'GP'}, {'score': 0.011158257722854614, 'label': 'GN'}] GN/2015_127214_1.jpg
Misclassified image #57 [{'score': 0.9870233535766602, 'label': 'GP'}, {'score': 0.012976601719856262, 'label': 'GN'}] GN/2015_127214_2.jpg
Misclassified image #58 [{'score': 0.7035263776779175, 'label': 'GP'}, {'score': 0.29647356271743774, 'label': 'GN'}] GN/2016_109035_1.jpg
Misclassified image #59 [{'score': 0.8887983560562134, 'label': 'GP'}, {'score': 0.11120159924030304, 'label': 'GN'}] GN/2016_109035_2.jpg
Misclassified image #60 [{'score': 0.791574239730835, 'label': 'GP'}, {'score': 0.20842577517032623, 'label': 'GN'}] GN/2016_109035_3.jpg
Misclassified image #61 [{'score': 0.5753797888755798, 'label': 'GP'}, {'score': 0.42462021112442017, 'label': 'GN'}] GN/2016_109627_0.jpg
Misclassified image #62 [{'score': 0.9449957013130188, 'label': 'GP'}, {'score': 0.0550043098628521, 'label': 'GN'}] GN/2016_109627_2.jpg
Misclassified image #63 [{'score': 0.6677634119987488, 'label': 'GP'}, {'score': 0.3322365880012512, 'label': 'GN'}] GN/2016_109873_3.jpg
Misclassified image #64 [{'score': 0.9407758712768555, 'label': 'GP'}, {'score': 0.05922409147024155, 'label': 'GN'}] GN/2016_111026_0.jpg
Misclassified image #65 [{'score': 0.9879835844039917, 'label': 'GN'}, {'score': 0.012016364373266697, 'label': 'GP'}] GP/2015_103161_0.jpg
Misclassified image #66 [{'score': 0.9867839813232422, 'label': 'GN'}, {'score': 0.013216041959822178, 'label': 'GP'}] GP/2015_103161_1.jpg
Misclassified image #67 [{'score': 0.9682088494300842, 'label': 'GN'}, {'score': 0.03179116174578667, 'label': 'GP'}] GP/2015_103161_2.jpg
Misclassified image #68 [{'score': 0.9224610328674316, 'label': 'GN'}, {'score': 0.07753897458314896, 'label': 'GP'}] GP/2015_104336_0.jpg
Misclassified image #69 [{'score': 0.8916068077087402, 'label': 'GN'}, {'score': 0.10839319229125977, 'label': 'GP'}] GP/2015_104336_1.jpg
Misclassified image #70 [{'score': 0.9077227115631104, 'label': 'GN'}, {'score': 0.09227724373340607, 'label': 'GP'}] GP/2015_104336_2.jpg
Misclassified image #71 [{'score': 0.5119391083717346, 'label': 'GN'}, {'score': 0.4880608022212982, 'label': 'GP'}] GP/2015_108598_0.jpg
Misclassified image #72 [{'score': 0.9863467812538147, 'label': 'GN'}, {'score': 0.013653291389346123, 'label': 'GP'}] GP/2015_109565_0.jpg
Misclassified image #73 [{'score': 0.9716804027557373, 'label': 'GN'}, {'score': 0.028319571167230606, 'label': 'GP'}] GP/2015_109565_1.jpg
Misclassified image #74 [{'score': 0.7273544073104858, 'label': 'GN'}, {'score': 0.27264565229415894, 'label': 'GP'}] GP/2015_109565_2.jpg
Misclassified image #75 [{'score': 0.6886849999427795, 'label': 'GN'}, {'score': 0.31131500005722046, 'label': 'GP'}] GP/2015_110374_0.jpg
Misclassified image #76 [{'score': 0.7571017146110535, 'label': 'GN'}, {'score': 0.2428983449935913, 'label': 'GP'}] GP/2015_110374_1.jpg
Misclassified image #77 [{'score': 0.9872919321060181, 'label': 'GN'}, {'score': 0.012708090245723724, 'label': 'GP'}] GP/2015_110374_2.jpg
Misclassified image #78 [{'score': 0.9820989370346069, 'label': 'GN'}, {'score': 0.01790103130042553, 'label': 'GP'}] GP/2015_110374_3.jpg
Misclassified image #79 [{'score': 0.9686828255653381, 'label': 'GN'}, {'score': 0.031317174434661865, 'label': 'GP'}] GP/2015_113517_0.jpg
Misclassified image #80 [{'score': 0.9892238974571228, 'label': 'GN'}, {'score': 0.010776055045425892, 'label': 'GP'}] GP/2015_114018_1.jpg
Misclassified image #81 [{'score': 0.7455217838287354, 'label': 'GN'}, {'score': 0.25447824597358704, 'label': 'GP'}] GP/2015_114451_0.jpg
Misclassified image #82 [{'score': 0.9468288421630859, 'label': 'GN'}, {'score': 0.053171124309301376, 'label': 'GP'}] GP/2015_115812_0.jpg
Misclassified image #83 [{'score': 0.918000340461731, 'label': 'GN'}, {'score': 0.08199962973594666, 'label': 'GP'}] GP/2015_116485_1.jpg
Elapsed Time:  254.2610924243927
Total count of misclassified images: 83
Accuracy: 91.6 %
