# python quantizer.py -mp $(pwd)/out/VIT/1_2022-09-26-21-42-40/model/
Resolving data files: 100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1000/1000 [00:00<00:00, 32262.39it/s]
WARNING:datasets.builder:Using custom data configuration default-0457705da11e039f
WARNING:datasets.builder:Reusing dataset imagefolder (/root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597)
100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1/1 [00:00<00:00, 127.62it/s]
WARNING:datasets.arrow_dataset:Loading cached processed dataset at /root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597/cache-7de29a718a59cffc.arrow
Misclassified image #1 [{'score': 0.704725444316864, 'label': 'GP'}, {'score': 0.2952744662761688, 'label': 'GN'}] GN/2015_106542_2.jpg
Misclassified image #17 [{'score': 0.9449855089187622, 'label': 'GP'}, {'score': 0.05501445755362511, 'label': 'GN'}] GN/2015_111229_0.jpg
Misclassified image #18 [{'score': 0.9113406538963318, 'label': 'GP'}, {'score': 0.08865932375192642, 'label': 'GN'}] GN/2015_111229_1.jpg
Misclassified image #19 [{'score': 0.6612496972084045, 'label': 'GP'}, {'score': 0.3387503921985626, 'label': 'GN'}] GN/2015_111229_2.jpg
Misclassified image #20 [{'score': 0.9598231911659241, 'label': 'GP'}, {'score': 0.04017685353755951, 'label': 'GN'}] GN/2015_111229_3.jpg
Misclassified image #21 [{'score': 0.5933367013931274, 'label': 'GP'}, {'score': 0.40666329860687256, 'label': 'GN'}] GN/2015_111287_0.jpg
Misclassified image #22 [{'score': 0.9025639295578003, 'label': 'GP'}, {'score': 0.0974360778927803, 'label': 'GN'}] GN/2015_111861_0.jpg
Misclassified image #23 [{'score': 0.7231721878051758, 'label': 'GP'}, {'score': 0.2768278419971466, 'label': 'GN'}] GN/2015_111923_1.jpg
Misclassified image #24 [{'score': 0.6117552518844604, 'label': 'GP'}, {'score': 0.38824477791786194, 'label': 'GN'}] GN/2015_111923_3.jpg
Misclassified image #25 [{'score': 0.5111851096153259, 'label': 'GP'}, {'score': 0.4888148903846741, 'label': 'GN'}] GN/2015_112502_1.jpg
Misclassified image #26 [{'score': 0.6038170456886292, 'label': 'GP'}, {'score': 0.39618298411369324, 'label': 'GN'}] GN/2015_112502_2.jpg
Misclassified image #27 [{'score': 0.7112256288528442, 'label': 'GP'}, {'score': 0.28877440094947815, 'label': 'GN'}] GN/2015_113184_2.jpg
Misclassified image #28 [{'score': 0.5792892575263977, 'label': 'GP'}, {'score': 0.4207106828689575, 'label': 'GN'}] GN/2015_113341_1.jpg
Misclassified image #29 [{'score': 0.6924479603767395, 'label': 'GP'}, {'score': 0.3075520396232605, 'label': 'GN'}] GN/2015_114062_0.jpg
Misclassified image #30 [{'score': 0.9848982691764832, 'label': 'GP'}, {'score': 0.015101793222129345, 'label': 'GN'}] GN/2015_114062_1.jpg
Misclassified image #31 [{'score': 0.9876585602760315, 'label': 'GP'}, {'score': 0.012341470457613468, 'label': 'GN'}] GN/2015_114062_2.jpg
Misclassified image #32 [{'score': 0.6447573900222778, 'label': 'GP'}, {'score': 0.35524266958236694, 'label': 'GN'}] GN/2015_115542_0.jpg
Misclassified image #33 [{'score': 0.8584645390510559, 'label': 'GP'}, {'score': 0.14153552055358887, 'label': 'GN'}] GN/2015_115542_1.jpg
Misclassified image #34 [{'score': 0.6384424567222595, 'label': 'GP'}, {'score': 0.3615574836730957, 'label': 'GN'}] GN/2015_115542_2.jpg
Misclassified image #35 [{'score': 0.5218578577041626, 'label': 'GP'}, {'score': 0.4781422019004822, 'label': 'GN'}] GN/2015_116356_2.jpg
Misclassified image #36 [{'score': 0.5788847804069519, 'label': 'GP'}, {'score': 0.4211152493953705, 'label': 'GN'}] GN/2015_116698_1.jpg
Misclassified image #37 [{'score': 0.924882173538208, 'label': 'GP'}, {'score': 0.07511784136295319, 'label': 'GN'}] GN/2015_117634_1.jpg
Misclassified image #38 [{'score': 0.9832930564880371, 'label': 'GP'}, {'score': 0.016706911846995354, 'label': 'GN'}] GN/2015_117634_2.jpg
Misclassified image #39 [{'score': 0.7052860260009766, 'label': 'GP'}, {'score': 0.29471394419670105, 'label': 'GN'}] GN/2015_117862_0.jpg
Misclassified image #40 [{'score': 0.7135421633720398, 'label': 'GP'}, {'score': 0.2864578068256378, 'label': 'GN'}] GN/2015_117862_2.jpg
Misclassified image #41 [{'score': 0.7282066941261292, 'label': 'GP'}, {'score': 0.27179333567619324, 'label': 'GN'}] GN/2015_117974_2.jpg
Misclassified image #42 [{'score': 0.6512901782989502, 'label': 'GP'}, {'score': 0.3487097918987274, 'label': 'GN'}] GN/2015_118083_0.jpg
Misclassified image #43 [{'score': 0.8270929455757141, 'label': 'GP'}, {'score': 0.17290709912776947, 'label': 'GN'}] GN/2015_122407_1.jpg
Misclassified image #44 [{'score': 0.791557788848877, 'label': 'GP'}, {'score': 0.20844216644763947, 'label': 'GN'}] GN/2015_123243_0.jpg
Misclassified image #45 [{'score': 0.8833423852920532, 'label': 'GP'}, {'score': 0.11665763705968857, 'label': 'GN'}] GN/2015_123243_1.jpg
Misclassified image #46 [{'score': 0.6555294990539551, 'label': 'GP'}, {'score': 0.3444705009460449, 'label': 'GN'}] GN/2015_123573_1.jpg
Misclassified image #47 [{'score': 0.7076276540756226, 'label': 'GP'}, {'score': 0.29237234592437744, 'label': 'GN'}] GN/2015_123740_1.jpg
Misclassified image #48 [{'score': 0.7517961859703064, 'label': 'GP'}, {'score': 0.2482037991285324, 'label': 'GN'}] GN/2015_123740_2.jpg
Misclassified image #49 [{'score': 0.8876398205757141, 'label': 'GP'}, {'score': 0.1123601570725441, 'label': 'GN'}] GN/2015_125317_0.jpg
Misclassified image #50 [{'score': 0.9688993096351624, 'label': 'GP'}, {'score': 0.031100710853934288, 'label': 'GN'}] GN/2015_125317_2.jpg
Misclassified image #51 [{'score': 0.824608325958252, 'label': 'GP'}, {'score': 0.17539161443710327, 'label': 'GN'}] GN/2015_125317_4.jpg
Misclassified image #52 [{'score': 0.6038174629211426, 'label': 'GP'}, {'score': 0.3961825370788574, 'label': 'GN'}] GN/2015_125958_1.jpg
Misclassified image #53 [{'score': 0.8089711666107178, 'label': 'GP'}, {'score': 0.19102880358695984, 'label': 'GN'}] GN/2015_126082_1.jpg
Misclassified image #54 [{'score': 0.9914816617965698, 'label': 'GP'}, {'score': 0.008518315851688385, 'label': 'GN'}] GN/2015_127214_1.jpg
Misclassified image #55 [{'score': 0.9882914423942566, 'label': 'GP'}, {'score': 0.011708531528711319, 'label': 'GN'}] GN/2015_127214_2.jpg
Misclassified image #56 [{'score': 0.7907420992851257, 'label': 'GP'}, {'score': 0.20925791561603546, 'label': 'GN'}] GN/2016_109035_1.jpg
Misclassified image #57 [{'score': 0.918440043926239, 'label': 'GP'}, {'score': 0.0815599262714386, 'label': 'GN'}] GN/2016_109035_2.jpg
Misclassified image #58 [{'score': 0.8499898910522461, 'label': 'GP'}, {'score': 0.15001006424427032, 'label': 'GN'}] GN/2016_109035_3.jpg
Misclassified image #59 [{'score': 0.5063703060150146, 'label': 'GP'}, {'score': 0.4936297833919525, 'label': 'GN'}] GN/2016_109627_0.jpg
Misclassified image #60 [{'score': 0.9586946368217468, 'label': 'GP'}, {'score': 0.04130537807941437, 'label': 'GN'}] GN/2016_109627_2.jpg
Misclassified image #61 [{'score': 0.633467435836792, 'label': 'GP'}, {'score': 0.36653247475624084, 'label': 'GN'}] GN/2016_109873_3.jpg
Misclassified image #62 [{'score': 0.9556946754455566, 'label': 'GP'}, {'score': 0.044305358082056046, 'label': 'GN'}] GN/2016_111026_0.jpg
Misclassified image #63 [{'score': 0.9803300499916077, 'label': 'GN'}, {'score': 0.019669944420456886, 'label': 'GP'}] GP/2015_103161_0.jpg
Misclassified image #64 [{'score': 0.9690821766853333, 'label': 'GN'}, {'score': 0.03091781586408615, 'label': 'GP'}] GP/2015_103161_1.jpg
Misclassified image #65 [{'score': 0.9525803327560425, 'label': 'GN'}, {'score': 0.047419726848602295, 'label': 'GP'}] GP/2015_103161_2.jpg
Misclassified image #66 [{'score': 0.930176317691803, 'label': 'GN'}, {'score': 0.06982369720935822, 'label': 'GP'}] GP/2015_104336_0.jpg
Misclassified image #67 [{'score': 0.9106342792510986, 'label': 'GN'}, {'score': 0.08936569839715958, 'label': 'GP'}] GP/2015_104336_1.jpg
Misclassified image #68 [{'score': 0.8744236826896667, 'label': 'GN'}, {'score': 0.12557633221149445, 'label': 'GP'}] GP/2015_104336_2.jpg
Misclassified image #69 [{'score': 0.502888560295105, 'label': 'GN'}, {'score': 0.497111439704895, 'label': 'GP'}] GP/2015_108598_0.jpg
Misclassified image #70 [{'score': 0.9854311943054199, 'label': 'GN'}, {'score': 0.014568784274160862, 'label': 'GP'}] GP/2015_109565_0.jpg
Misclassified image #71 [{'score': 0.9566280245780945, 'label': 'GN'}, {'score': 0.04337203502655029, 'label': 'GP'}] GP/2015_109565_1.jpg
Misclassified image #72 [{'score': 0.8719708323478699, 'label': 'GN'}, {'score': 0.12802912294864655, 'label': 'GP'}] GP/2015_109565_2.jpg
Misclassified image #73 [{'score': 0.705173671245575, 'label': 'GN'}, {'score': 0.2948262691497803, 'label': 'GP'}] GP/2015_110374_0.jpg
Misclassified image #74 [{'score': 0.7551748156547546, 'label': 'GN'}, {'score': 0.24482519924640656, 'label': 'GP'}] GP/2015_110374_1.jpg
Misclassified image #75 [{'score': 0.9871559143066406, 'label': 'GN'}, {'score': 0.012844040989875793, 'label': 'GP'}] GP/2015_110374_2.jpg
Misclassified image #76 [{'score': 0.9809678196907043, 'label': 'GN'}, {'score': 0.0190321896225214, 'label': 'GP'}] GP/2015_110374_3.jpg
Misclassified image #77 [{'score': 0.9602562189102173, 'label': 'GN'}, {'score': 0.03974379971623421, 'label': 'GP'}] GP/2015_113517_0.jpg
Misclassified image #78 [{'score': 0.9862757921218872, 'label': 'GN'}, {'score': 0.013724196702241898, 'label': 'GP'}] GP/2015_114018_1.jpg
Misclassified image #79 [{'score': 0.6292750835418701, 'label': 'GN'}, {'score': 0.37072494626045227, 'label': 'GP'}] GP/2015_114451_0.jpg
Misclassified image #80 [{'score': 0.9396278262138367, 'label': 'GN'}, {'score': 0.06037219986319542, 'label': 'GP'}] GP/2015_115812_0.jpg
Misclassified image #81 [{'score': 0.8996918201446533, 'label': 'GN'}, {'score': 0.10030820965766907, 'label': 'GP'}] GP/2015_116485_1.jpg
Elapsed Time:  249.3215823173523
Total count of misclassified images: 81
Accuracy: 91.8 %
