# python quantizer.py -mp $(pwd)/out/CONVNEXT/100_2022-09-27-23-01-50/model/
Resolving data files: 100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1000/1000 [00:00<00:00, 32032.50it/s]
WARNING:datasets.builder:Using custom data configuration default-0457705da11e039f
WARNING:datasets.builder:Reusing dataset imagefolder (/root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597)
100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1/1 [00:00<00:00, 104.10it/s]
WARNING:datasets.arrow_dataset:Loading cached processed dataset at /root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597/cache-7de29a718a59cffc.arrow
Misclassified image #1 [{'score': 0.9999995231628418, 'label': 'GP'}, {'score': 4.742010162317456e-07, 'label': 'GN'}] GN/2015_106542_2.jpg
Misclassified image #18 [{'score': 0.9999992847442627, 'label': 'GP'}, {'score': 7.405617452604929e-07, 'label': 'GN'}] GN/2015_114062_2.jpg
Misclassified image #19 [{'score': 0.9998226761817932, 'label': 'GP'}, {'score': 0.0001773347903508693, 'label': 'GN'}] GN/2015_116698_1.jpg
Misclassified image #20 [{'score': 0.9781022667884827, 'label': 'GP'}, {'score': 0.021897712722420692, 'label': 'GN'}] GN/2015_117292_1.jpg
Misclassified image #21 [{'score': 0.9999895095825195, 'label': 'GP'}, {'score': 1.0490993190614972e-05, 'label': 'GN'}] GN/2015_117634_1.jpg
Misclassified image #22 [{'score': 0.9999994039535522, 'label': 'GP'}, {'score': 5.58113640636293e-07, 'label': 'GN'}] GN/2015_117634_2.jpg
Misclassified image #23 [{'score': 0.9997052550315857, 'label': 'GP'}, {'score': 0.00029473728500306606, 'label': 'GN'}] GN/2015_117974_0.jpg
Misclassified image #24 [{'score': 0.9999592304229736, 'label': 'GP'}, {'score': 4.072847150382586e-05, 'label': 'GN'}] GN/2015_117974_2.jpg
Misclassified image #25 [{'score': 0.9999537467956543, 'label': 'GP'}, {'score': 4.6238332288339734e-05, 'label': 'GN'}] GN/2015_121371_1.jpg
Misclassified image #26 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.623613054060115e-07, 'label': 'GN'}] GN/2015_121928_2.jpg
Misclassified image #27 [{'score': 0.9999995231628418, 'label': 'GP'}, {'score': 4.966532856087724e-07, 'label': 'GN'}] GN/2015_122407_1.jpg
Misclassified image #28 [{'score': 0.73622727394104, 'label': 'GP'}, {'score': 0.26377275586128235, 'label': 'GN'}] GN/2015_122407_2.jpg
Misclassified image #29 [{'score': 0.9999974966049194, 'label': 'GP'}, {'score': 2.4769603896857006e-06, 'label': 'GN'}] GN/2015_122916_0.jpg
Misclassified image #30 [{'score': 0.9999984502792358, 'label': 'GP'}, {'score': 1.5867731235630345e-06, 'label': 'GN'}] GN/2015_122916_1.jpg
Misclassified image #31 [{'score': 0.9999384880065918, 'label': 'GP'}, {'score': 6.149224645923823e-05, 'label': 'GN'}] GN/2015_122916_2.jpg
Misclassified image #32 [{'score': 0.999998927116394, 'label': 'GP'}, {'score': 1.0633374358803849e-06, 'label': 'GN'}] GN/2015_122964_0.jpg
Misclassified image #33 [{'score': 0.9999986886978149, 'label': 'GP'}, {'score': 1.2591557378982543e-06, 'label': 'GN'}] GN/2015_122964_1.jpg
Misclassified image #34 [{'score': 0.9999990463256836, 'label': 'GP'}, {'score': 9.217378078574257e-07, 'label': 'GN'}] GN/2015_122964_2.jpg
Misclassified image #35 [{'score': 0.9996328353881836, 'label': 'GP'}, {'score': 0.00036709607229568064, 'label': 'GN'}] GN/2015_123095_0.jpg
Misclassified image #36 [{'score': 0.9851550459861755, 'label': 'GP'}, {'score': 0.014844905585050583, 'label': 'GN'}] GN/2015_123243_0.jpg
Misclassified image #37 [{'score': 0.9725622534751892, 'label': 'GP'}, {'score': 0.027437740936875343, 'label': 'GN'}] GN/2015_123573_0.jpg
Misclassified image #38 [{'score': 0.9983859062194824, 'label': 'GP'}, {'score': 0.0016141036758199334, 'label': 'GN'}] GN/2015_123573_1.jpg
Misclassified image #39 [{'score': 0.9973101615905762, 'label': 'GP'}, {'score': 0.002689889632165432, 'label': 'GN'}] GN/2015_125317_3.jpg
Misclassified image #40 [{'score': 0.7947166562080383, 'label': 'GP'}, {'score': 0.20528332889080048, 'label': 'GN'}] GN/2015_125317_4.jpg
Misclassified image #41 [{'score': 0.9999992847442627, 'label': 'GP'}, {'score': 6.694974672427634e-07, 'label': 'GN'}] GN/2015_126058_0.jpg
Misclassified image #42 [{'score': 0.9976486563682556, 'label': 'GP'}, {'score': 0.002351374365389347, 'label': 'GN'}] GN/2015_126058_1.jpg
Misclassified image #43 [{'score': 0.9999982118606567, 'label': 'GP'}, {'score': 1.7497984572401037e-06, 'label': 'GN'}] GN/2015_126082_1.jpg
Misclassified image #44 [{'score': 0.9999986886978149, 'label': 'GP'}, {'score': 1.293910372623941e-06, 'label': 'GN'}] GN/2015_126082_2.jpg
Misclassified image #45 [{'score': 0.9999748468399048, 'label': 'GP'}, {'score': 2.512357968953438e-05, 'label': 'GN'}] GN/2015_126983_0.jpg
Misclassified image #46 [{'score': 0.999992847442627, 'label': 'GP'}, {'score': 7.162301244534319e-06, 'label': 'GN'}] GN/2015_127214_1.jpg
Misclassified image #47 [{'score': 0.999982476234436, 'label': 'GP'}, {'score': 1.75189725268865e-05, 'label': 'GN'}] GN/2015_127214_2.jpg
Misclassified image #48 [{'score': 0.999388575553894, 'label': 'GP'}, {'score': 0.0006114169373176992, 'label': 'GN'}] GN/2016_108741_1.jpg
Misclassified image #49 [{'score': 0.6347018480300903, 'label': 'GP'}, {'score': 0.3652981221675873, 'label': 'GN'}] GN/2016_109035_3.jpg
Misclassified image #50 [{'score': 0.9999991655349731, 'label': 'GP'}, {'score': 8.371599165002408e-07, 'label': 'GN'}] GN/2016_109627_2.jpg
Misclassified image #51 [{'score': 0.9999946355819702, 'label': 'GP'}, {'score': 5.4143956731422804e-06, 'label': 'GN'}] GN/2016_109873_1.jpg
Misclassified image #52 [{'score': 0.9908213019371033, 'label': 'GP'}, {'score': 0.009178755804896355, 'label': 'GN'}] GN/2016_109873_2.jpg
Misclassified image #53 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.8755499076614797e-07, 'label': 'GN'}] GN/2016_109873_3.jpg
Misclassified image #54 [{'score': 0.9998378753662109, 'label': 'GP'}, {'score': 0.00016215385403484106, 'label': 'GN'}] GN/2016_109922_2.jpg
Misclassified image #55 [{'score': 0.9999990463256836, 'label': 'GP'}, {'score': 9.25897040815471e-07, 'label': 'GN'}] GN/2016_110832_3.jpg
Misclassified image #56 [{'score': 0.9999991655349731, 'label': 'GP'}, {'score': 8.236223152380262e-07, 'label': 'GN'}] GN/2016_111026_0.jpg
Misclassified image #57 [{'score': 0.999995231628418, 'label': 'GN'}, {'score': 4.779434675583616e-06, 'label': 'GP'}] GP/2015_103161_0.jpg
Misclassified image #58 [{'score': 0.9999964237213135, 'label': 'GN'}, {'score': 3.553784381438163e-06, 'label': 'GP'}] GP/2015_103161_1.jpg
Misclassified image #59 [{'score': 0.9999996423721313, 'label': 'GN'}, {'score': 3.708717031258857e-07, 'label': 'GP'}] GP/2015_103161_2.jpg
Misclassified image #60 [{'score': 0.9999994039535522, 'label': 'GN'}, {'score': 5.834423859596427e-07, 'label': 'GP'}] GP/2015_104336_0.jpg
Misclassified image #61 [{'score': 0.9999995231628418, 'label': 'GN'}, {'score': 4.81018560094526e-07, 'label': 'GP'}] GP/2015_104336_1.jpg
Misclassified image #62 [{'score': 0.9999992847442627, 'label': 'GN'}, {'score': 7.48274374018365e-07, 'label': 'GP'}] GP/2015_104336_2.jpg
Misclassified image #63 [{'score': 0.9999984502792358, 'label': 'GN'}, {'score': 1.5168410527621745e-06, 'label': 'GP'}] GP/2015_106684_0.jpg
Misclassified image #64 [{'score': 0.9999970197677612, 'label': 'GN'}, {'score': 2.9245227324281586e-06, 'label': 'GP'}] GP/2015_106684_1.jpg
Misclassified image #65 [{'score': 0.9999991655349731, 'label': 'GN'}, {'score': 8.862085678629228e-07, 'label': 'GP'}] GP/2015_106684_2.jpg
Misclassified image #66 [{'score': 0.612325131893158, 'label': 'GN'}, {'score': 0.38767489790916443, 'label': 'GP'}] GP/2015_107051_0.jpg
Misclassified image #67 [{'score': 0.612325131893158, 'label': 'GN'}, {'score': 0.38767489790916443, 'label': 'GP'}] GP/2015_107829_2.jpg
Misclassified image #68 [{'score': 0.9999896287918091, 'label': 'GN'}, {'score': 1.0376665159128606e-05, 'label': 'GP'}] GP/2015_110374_0.jpg
Misclassified image #69 [{'score': 0.9999955892562866, 'label': 'GN'}, {'score': 4.356983936304459e-06, 'label': 'GP'}] GP/2015_110374_1.jpg
Misclassified image #70 [{'score': 0.9999994039535522, 'label': 'GN'}, {'score': 5.745037583437806e-07, 'label': 'GP'}] GP/2015_110374_2.jpg
Misclassified image #71 [{'score': 0.9999994039535522, 'label': 'GN'}, {'score': 5.912928600082523e-07, 'label': 'GP'}] GP/2015_110374_3.jpg
Misclassified image #72 [{'score': 0.9996939897537231, 'label': 'GN'}, {'score': 0.00030599033925682306, 'label': 'GP'}] GP/2015_111250_0.jpg
Misclassified image #73 [{'score': 0.9966268539428711, 'label': 'GN'}, {'score': 0.0033731223084032536, 'label': 'GP'}] GP/2015_111250_1.jpg
Misclassified image #74 [{'score': 0.9999986886978149, 'label': 'GN'}, {'score': 1.2577347661135718e-06, 'label': 'GP'}] GP/2015_111451_1.jpg
Misclassified image #75 [{'score': 0.999082088470459, 'label': 'GN'}, {'score': 0.0009179421467706561, 'label': 'GP'}] GP/2015_112347_1.jpg
Misclassified image #76 [{'score': 0.9990934133529663, 'label': 'GN'}, {'score': 0.0009065777994692326, 'label': 'GP'}] GP/2015_112693_1.jpg
Misclassified image #77 [{'score': 0.9998300075531006, 'label': 'GN'}, {'score': 0.00016993364260997623, 'label': 'GP'}] GP/2015_113517_0.jpg
Misclassified image #78 [{'score': 0.9999992847442627, 'label': 'GN'}, {'score': 7.309608349714836e-07, 'label': 'GP'}] GP/2015_114018_1.jpg
Misclassified image #79 [{'score': 0.9999994039535522, 'label': 'GN'}, {'score': 6.106213277234929e-07, 'label': 'GP'}] GP/2015_114451_0.jpg
Misclassified image #80 [{'score': 0.9648016691207886, 'label': 'GN'}, {'score': 0.03519834205508232, 'label': 'GP'}] GP/2015_114451_1.jpg
Misclassified image #81 [{'score': 0.9232490658760071, 'label': 'GN'}, {'score': 0.07675094902515411, 'label': 'GP'}] GP/2015_114451_2.jpg
Misclassified image #82 [{'score': 0.9999994039535522, 'label': 'GN'}, {'score': 5.529175837182265e-07, 'label': 'GP'}] GP/2015_114707_3.jpg
Misclassified image #83 [{'score': 0.9997233748435974, 'label': 'GN'}, {'score': 0.00027666654204949737, 'label': 'GP'}] GP/2015_115108_0.jpg
Misclassified image #84 [{'score': 0.9999991655349731, 'label': 'GN'}, {'score': 8.907187520890147e-07, 'label': 'GP'}] GP/2015_115812_0.jpg
Misclassified image #85 [{'score': 0.9999988079071045, 'label': 'GN'}, {'score': 1.1645000768112368e-06, 'label': 'GP'}] GP/2015_115812_2.jpg
Misclassified image #86 [{'score': 0.9700811505317688, 'label': 'GN'}, {'score': 0.029918868094682693, 'label': 'GP'}] GP/2015_116485_1.jpg
Misclassified image #87 [{'score': 0.9999974966049194, 'label': 'GN'}, {'score': 2.467506192260771e-06, 'label': 'GP'}] GP/2015_116485_3.jpg
Elapsed Time:  202.44981956481934
Total count of misclassified images: 87
Accuracy: 91.2 %
