# python quantizer.py -mp $(pwd)/out/DEIT/100_2022-09-26-23-40-27/model/
Resolving data files: 100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1000/1000 [00:00<00:00, 324310.21it/s]
WARNING:datasets.builder:Using custom data configuration default-0457705da11e039f
WARNING:datasets.builder:Reusing dataset imagefolder (/root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597)
100%|¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦| 1/1 [00:00<00:00, 128.31it/s]
WARNING:datasets.arrow_dataset:Loading cached processed dataset at /root/.cache/huggingface/datasets/imagefolder/default-0457705da11e039f/0.0.0/48efdc62d40223daee675ca093d163bcb6cb0b7d7f93eb25aebf5edca72dc597/cache-7de29a718a59cffc.arrow
Misclassified image #1 [{'score': 0.9999675750732422, 'label': 'GP'}, {'score': 3.2425545214209706e-05, 'label': 'GN'}] GN/2015_106542_2.jpg
Misclassified image #17 [{'score': 0.9999991655349731, 'label': 'GP'}, {'score': 7.907588042144198e-07, 'label': 'GN'}] GN/2015_112824_0.jpg
Misclassified image #18 [{'score': 0.999991774559021, 'label': 'GP'}, {'score': 8.252260158769786e-06, 'label': 'GN'}] GN/2015_113184_2.jpg
Misclassified image #19 [{'score': 0.9999990463256836, 'label': 'GP'}, {'score': 1.0064022717415355e-06, 'label': 'GN'}] GN/2015_114062_1.jpg
Misclassified image #20 [{'score': 0.9999967813491821, 'label': 'GP'}, {'score': 3.2464254218211863e-06, 'label': 'GN'}] GN/2015_114062_2.jpg
Misclassified image #21 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.311296836727706e-07, 'label': 'GN'}] GN/2015_114490_1.jpg
Misclassified image #22 [{'score': 0.7535650134086609, 'label': 'GP'}, {'score': 0.2464350014925003, 'label': 'GN'}] GN/2015_114953_2.jpg
Misclassified image #23 [{'score': 0.9999990463256836, 'label': 'GP'}, {'score': 1.0084429504786385e-06, 'label': 'GN'}] GN/2015_117634_1.jpg
Misclassified image #24 [{'score': 1.0, 'label': 'GP'}, {'score': 4.931370867211626e-08, 'label': 'GN'}] GN/2015_117634_2.jpg
Misclassified image #25 [{'score': 0.9970683455467224, 'label': 'GP'}, {'score': 0.002931730356067419, 'label': 'GN'}] GN/2015_120483_1.jpg
Misclassified image #26 [{'score': 0.9970237612724304, 'label': 'GP'}, {'score': 0.002976257586851716, 'label': 'GN'}] GN/2015_120561_2.jpg
Misclassified image #27 [{'score': 0.9999990463256836, 'label': 'GP'}, {'score': 9.789499699763837e-07, 'label': 'GN'}] GN/2015_122407_1.jpg
Misclassified image #28 [{'score': 0.9978616833686829, 'label': 'GP'}, {'score': 0.0021383233834058046, 'label': 'GN'}] GN/2015_122839_2.jpg
Misclassified image #29 [{'score': 0.9988679885864258, 'label': 'GP'}, {'score': 0.0011320884805172682, 'label': 'GN'}] GN/2015_123573_0.jpg
Misclassified image #30 [{'score': 0.9999470710754395, 'label': 'GP'}, {'score': 5.289342880132608e-05, 'label': 'GN'}] GN/2015_123573_1.jpg
Misclassified image #31 [{'score': 0.9950754046440125, 'label': 'GP'}, {'score': 0.00492455717176199, 'label': 'GN'}] GN/2015_123573_2.jpg
Misclassified image #32 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.4873548315772496e-07, 'label': 'GN'}] GN/2015_123740_1.jpg
Misclassified image #33 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.228094556106953e-07, 'label': 'GN'}] GN/2015_123740_2.jpg
Misclassified image #34 [{'score': 0.9999935626983643, 'label': 'GP'}, {'score': 6.482408025476616e-06, 'label': 'GN'}] GN/2015_125317_0.jpg
Misclassified image #35 [{'score': 0.9143630266189575, 'label': 'GP'}, {'score': 0.08563695102930069, 'label': 'GN'}] GN/2015_125317_2.jpg
Misclassified image #36 [{'score': 0.999984860420227, 'label': 'GP'}, {'score': 1.5174100553849712e-05, 'label': 'GN'}] GN/2015_125958_0.jpg
Misclassified image #37 [{'score': 0.9999947547912598, 'label': 'GP'}, {'score': 5.208225957176182e-06, 'label': 'GN'}] GN/2015_125958_1.jpg
Misclassified image #38 [{'score': 0.9999998807907104, 'label': 'GP'}, {'score': 1.410772370036284e-07, 'label': 'GN'}] GN/2015_127196_0.jpg
Misclassified image #39 [{'score': 0.9999996423721313, 'label': 'GP'}, {'score': 3.306759026600048e-07, 'label': 'GN'}] GN/2015_127196_1.jpg
Misclassified image #40 [{'score': 0.9999841451644897, 'label': 'GP'}, {'score': 1.5826783055672422e-05, 'label': 'GN'}] GN/2015_127214_1.jpg
Misclassified image #41 [{'score': 0.9999606609344482, 'label': 'GP'}, {'score': 3.935770655516535e-05, 'label': 'GN'}] GN/2015_127214_2.jpg
Misclassified image #42 [{'score': 0.9999936819076538, 'label': 'GP'}, {'score': 6.2631343098473735e-06, 'label': 'GN'}] GN/2016_109627_2.jpg
Misclassified image #43 [{'score': 0.7285920977592468, 'label': 'GP'}, {'score': 0.2714079022407532, 'label': 'GN'}] GN/2016_109873_3.jpg
Misclassified image #44 [{'score': 0.9916449189186096, 'label': 'GP'}, {'score': 0.008355114609003067, 'label': 'GN'}] GN/2016_110175_1.jpg
Misclassified image #45 [{'score': 0.9913368225097656, 'label': 'GP'}, {'score': 0.008663133718073368, 'label': 'GN'}] GN/2016_111026_0.jpg
Misclassified image #46 [{'score': 0.9962230920791626, 'label': 'GN'}, {'score': 0.0037769239861518145, 'label': 'GP'}] GP/2015_103096_1.jpg
Misclassified image #47 [{'score': 0.9999998807907104, 'label': 'GN'}, {'score': 6.797786511469894e-08, 'label': 'GP'}] GP/2015_103161_0.jpg
Misclassified image #48 [{'score': 0.9999998807907104, 'label': 'GN'}, {'score': 6.988946665842377e-08, 'label': 'GP'}] GP/2015_103161_1.jpg
Misclassified image #49 [{'score': 1.0, 'label': 'GN'}, {'score': 4.299356248793629e-08, 'label': 'GP'}] GP/2015_103161_2.jpg
Misclassified image #50 [{'score': 0.9999998807907104, 'label': 'GN'}, {'score': 1.393714228470344e-07, 'label': 'GP'}] GP/2015_104336_0.jpg
Misclassified image #51 [{'score': 0.9999980926513672, 'label': 'GN'}, {'score': 1.9405219973123167e-06, 'label': 'GP'}] GP/2015_104336_1.jpg
Misclassified image #52 [{'score': 1.0, 'label': 'GN'}, {'score': 2.7150788284302507e-08, 'label': 'GP'}] GP/2015_104336_2.jpg
Misclassified image #53 [{'score': 0.9999761581420898, 'label': 'GN'}, {'score': 2.3829357814975083e-05, 'label': 'GP'}] GP/2015_106684_0.jpg
Misclassified image #54 [{'score': 0.6957522630691528, 'label': 'GN'}, {'score': 0.30424773693084717, 'label': 'GP'}] GP/2015_109565_0.jpg
Misclassified image #55 [{'score': 0.9978245496749878, 'label': 'GN'}, {'score': 0.0021755024790763855, 'label': 'GP'}] GP/2015_109565_1.jpg
Misclassified image #56 [{'score': 0.513051450252533, 'label': 'GN'}, {'score': 0.48694857954978943, 'label': 'GP'}] GP/2015_109911_2.jpg
Misclassified image #57 [{'score': 0.9999717473983765, 'label': 'GN'}, {'score': 2.823601425916422e-05, 'label': 'GP'}] GP/2015_110374_0.jpg
Misclassified image #58 [{'score': 0.999998927116394, 'label': 'GN'}, {'score': 1.1115522511317977e-06, 'label': 'GP'}] GP/2015_110374_1.jpg
Misclassified image #59 [{'score': 1.0, 'label': 'GN'}, {'score': 5.6471087361842365e-08, 'label': 'GP'}] GP/2015_110374_2.jpg
Misclassified image #60 [{'score': 1.0, 'label': 'GN'}, {'score': 4.733100311682392e-08, 'label': 'GP'}] GP/2015_110374_3.jpg
Misclassified image #61 [{'score': 1.0, 'label': 'GN'}, {'score': 5.302711869603627e-08, 'label': 'GP'}] GP/2015_114018_1.jpg
Misclassified image #62 [{'score': 0.9999986886978149, 'label': 'GN'}, {'score': 1.2998593774682377e-06, 'label': 'GP'}] GP/2015_114451_0.jpg
Misclassified image #63 [{'score': 0.9999997615814209, 'label': 'GN'}, {'score': 2.1053627108358342e-07, 'label': 'GP'}] GP/2015_114451_1.jpg
Misclassified image #64 [{'score': 0.5034864544868469, 'label': 'GN'}, {'score': 0.4965135157108307, 'label': 'GP'}] GP/2015_115108_0.jpg
Misclassified image #65 [{'score': 0.9999998807907104, 'label': 'GN'}, {'score': 1.10908018768896e-07, 'label': 'GP'}] GP/2015_115812_0.jpg
Misclassified image #66 [{'score': 0.9992232322692871, 'label': 'GN'}, {'score': 0.0007767962524667382, 'label': 'GP'}] GP/2015_115812_2.jpg
Misclassified image #67 [{'score': 0.9964576363563538, 'label': 'GN'}, {'score': 0.003542304737493396, 'label': 'GP'}] GP/2015_116485_3.jpg
Elapsed Time:  255.59219980239868
Total count of misclassified images: 67
Accuracy: 93.2 %
